title,author,genre,status,release_day,views,subscribers,rating,chapter,comments,total_comments,likes,total_likes,date,user,comment_body,post_date,upvotes,downvotes,reply_count,scrape_date
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,8,1083,594306,90317,30376719,2014-06-30,D👀'&NG€L0  ♠,does not mori remind you of luffy d monkey?  :D   of one piece!,"Jul 03, 2016",60,1,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,8,1083,594306,90317,30376719,2014-06-30,jaydid_it,I may sound rude but she honestly is being such a ***. He was trying to help her get her sword back and she wanted to act all big and bad. She really doesn’t treasure it if it was able to be taken away quite easily. he was just trying to help. ,"Oct 07, 2019",64,3,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,9,673,594306,85238,30376719,2014-06-30,xXLiquidxFireXx,"I really like how this series explains how the kids can fight, nearly die, and be all healed the next day. That's a really nice touch.","Nov 30, 2014",42368,87,26,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,9,673,594306,85238,30376719,2014-06-30,Fei,He uses itf (international taekwondo federation) style while I learn the olympic one which is wtf (world taekwondo federation) style.,"Oct 23, 2015",29869,132,106,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,9,673,594306,85238,30376719,2014-06-30,Nayoung,"""Girl of the Wild's"" with boys? Lolol I'm liking this. The two webtoons should collab","Jul 20, 2015",21468,245,35,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,9,673,594306,85238,30376719,2014-06-30,Khry,"it doesn't really look like people are questioning it, but just in case anyone was curious. when slippers said ""hide well I can see your hair"" it's a rhyme usually when kids play hide and seek. it's basically ""hide well, hide well oh I can see your hair"" which is kind of creepy.","Mar 25, 2017",400,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,9,673,594306,85238,30376719,2014-06-30,Raizel_Senrou,you just know when it says RUB-A-DUB sh**  is gonna hit the fan  O:< lol,"Dec 16, 2015",357,2,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,9,673,594306,85238,30376719,2014-06-30,Aryana Schaeffer,This series needs to become an anime,"Feb 10, 2017",240,3,20,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,9,673,594306,85238,30376719,2014-06-30,Stitch2902,To clarify: When Taekwondo was created it was created during the Japanese occupation of Korea and was inspired by Karate. The creator was conscripted into the Japanese army and captured. Taekwondo is a striking and self defence marital art. ITF is the original Taekwondo the creator made in his cell. There are many rules in place that Gang has breached and would be severely reprimanded. This ‘Northern ITF Taekwondo’ resembles dirty boxing or MMA more. Also shouldn’t there be a ref on the ring?,"Aug 09, 2018",220,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,9,673,594306,85238,30376719,2014-06-30,jerry aka rod,nice they even explained about the tkd styles .,"Dec 09, 2015",140,0,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,9,673,594306,85238,30376719,2014-06-30,Nicole the Neko,"In other words, he fights dirty, but it's okay here. X')","Jun 15, 2017",104,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,9,673,594306,85238,30376719,2014-06-30,antinoye,"not grabbing and pulling hair 😭 that ain’t no martial arts, that’s girls middle school fights","Jul 16, 2020",85,0,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,9,673,594306,85238,30376719,2014-06-30,blenderSkip,"Either Mori really doesn’t care about watching others fight, can see through the mask, or is extremely sleep deprived 😂","Jul 06, 2020",65,0,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,9,673,594306,85238,30376719,2014-06-30,Toan Nguyen,"Tai Chi user needs to use your opponent's str against them. Don't go around and atk ppl like madz, dude.  lol","Oct 20, 2014",57,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,9,673,594306,85238,30376719,2014-06-30,Bonita Keabou,Is he really asleep...?,"Feb 01, 2016",49,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,9,673,594306,85238,30376719,2014-06-30,aoi.baby,me: rub --- a --- dub???,"Feb 05, 2017",39,0,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,9,673,594306,85238,30376719,2014-06-30,Forever lonely ;-;,I feel like I should copy Mori by wearing something like he's wearing so I can sleep wherever too 😂,"Jul 11, 2020",38,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,10,966,594306,83860,30376719,2014-06-30,Jere Mendeljeff,Wtf Taekwondo xD,"Mar 17, 2015",40534,342,40,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,10,966,594306,83860,30376719,2014-06-30,Fei,Everyone is laughing about how it says wtf... but it's normal for me because i do wtf style taekwondo and it's the one they use for the olympic games.,"Oct 23, 2015",28328,419,80,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,10,966,594306,83860,30376719,2014-06-30,Eddy Mkrtichyan,WTF TYPE xD,"Feb 20, 2015",21586,326,14,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,10,966,594306,83860,30376719,2014-06-30,MadamKhaos,Maybe called wtf not for taekwondo in general but because when used the person wakes up 10 minutes after match and says wtf happened? ,"Apr 19, 2016",718,2,7,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,10,966,594306,83860,30376719,2014-06-30,DraPorkChop,I thought WTF Style means What the F*ck Style and I kept on thinking what ITF stands for 😂😂😂😂😂,"May 10, 2016",384,1,7,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,10,966,594306,83860,30376719,2014-06-30,saiko art,in other words if you've practiced itf taekwondo you'll be disqualified from the Olympics because your too dangerous,"Apr 18, 2017",257,1,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,10,966,594306,83860,30376719,2014-06-30,Anghelika Ardiente,WTF TAEKWONDO IS.......AWESOME.....,"Apr 08, 2016",151,0,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,10,966,594306,83860,30376719,2014-06-30,Priscilla Danquah,How do you pronounce ITF Taekwondo?! because I say If The Fuck Taekwondo and I know that's wrong.......,"Jul 24, 2016",125,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,10,966,594306,83860,30376719,2014-06-30,necnice,"Ya' know with the ying yang stuff, I thought there's gonna be a Kung Fu Panda moment-like scenario in there for a second. 😅","Mar 01, 2016",108,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,10,966,594306,83860,30376719,2014-06-30,Ace Girl,Am I the only one reading WTF as What The Fuck Taekwando?,"Mar 22, 2017",106,3,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,10,966,594306,83860,30376719,2014-06-30,babsicleee,"""I reflected the wave"" me as a TOG fan: ohh a wave controller?!","Jul 01, 2020",82,0,5,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,10,966,594306,83860,30376719,2014-06-30,xXLiquidxFireXx,Wave Energy huh? Let's hope this gets expanded on. I wanna see just straight up blasts of energy.,"Nov 30, 2014",76,1,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,10,966,594306,83860,30376719,2014-06-30,Janiedy,"LOL this guy is acutually a gentleman, didn't want to hurt her ","Sep 21, 2016",60,0,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,10,966,594306,83860,30376719,2014-06-30,alvena_of_piety,I love how I’m just reading this in 2020 and all the comments are from 2015,"Jul 07, 2020",54,0,9,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,10,966,594306,83860,30376719,2014-06-30,Jay Angelo,"Wtf Taekwondo, more like Ftw Taekwondo","Feb 20, 2017",42,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,11,1182,594306,87318,30376719,2014-06-30,birdy_bri,I knew it *drops everything and puts hands up* I effin knew it,"Oct 16, 2015",57526,127,34,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,11,1182,594306,87318,30376719,2014-06-30,Jamani Grant,>.> So no one saw his name as level 12 on the board when they mentioned him being on the far side of the list? He went fro. 6 to 12 to 13 not from 6 to 13,"Jul 20, 2015",32926,704,26,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,11,1182,594306,87318,30376719,2014-06-30,jubjang,"...Love this guy so much...  ""Mori Jin!!! That is so cool!!!!"" *O*","Sep 06, 2015",24456,103,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,11,1182,594306,87318,30376719,2014-06-30,(cici) Arifah Bunga,"thats why the BIG TALKER always get nothing. be cool, humble and chillout. ","Oct 01, 2015",974,7,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,11,1182,594306,87318,30376719,2014-06-30,Toan Nguyen,"So he went into a school and beat up 300 students, some even died.  They still let him out roaming after that?  I think that deserved at least life or death penalty even if he was underage at the time.","Oct 21, 2014",663,1,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,11,1182,594306,87318,30376719,2014-06-30,nkechi_97,"I love Mori, he's so likable. I like this comic as well, even if it is using shonen logic XD","Jun 12, 2015",370,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,11,1182,594306,87318,30376719,2014-06-30,Gail,That's one heck for a level up LOL,"Nov 12, 2014",249,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,11,1182,594306,87318,30376719,2014-06-30,Summer Hoeft,will never get over how sexy Mori is when he's kicking the shit out of someone ♡,"Apr 08, 2016",226,3,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,11,1182,594306,87318,30376719,2014-06-30,Captain Marvelous,"So, what you're saying is... Power Levels are bullsh*t.","Jan 13, 2017",146,0,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,11,1182,594306,87318,30376719,2014-06-30,GBTM,"I take back my initial thoughts, Mori is HOT in that closeup panel unf","May 15, 2016",143,1,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,11,1182,594306,87318,30376719,2014-06-30,Dr. Wolfenstein,*put down tablet goes out side catches breath and breaks bolder in half then goes back inside* okay where did I leave off,"Oct 21, 2016",110,1,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,11,1182,594306,87318,30376719,2014-06-30,Evan Pratama,"just read this manwha.interesting story so far lvl 6 to 13 in instant, NICE !  he said he never use his legs in a fight, maybe that's why","Jun 13, 2015",103,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,11,1182,594306,87318,30376719,2014-06-30,ViciousNarwhal,This is why you don't skip leg day,"Mar 25, 2017",65,0,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,11,1182,594306,87318,30376719,2014-06-30,Turkish Monks,like me - he gets his power from a nap. after a NAP I can do so much ,"Mar 29, 2017",57,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,11,1182,594306,87318,30376719,2014-06-30,Origami Elf,"Gamdo Go: ""Since young, I longed for a strong man.""Haha nice 👌😏😂","Jul 30, 2016",53,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,12,1588,594306,91089,30376719,2014-06-30,Real_Abu_Baby,This guys is too OP!!!! #Hax,"Aug 18, 2015",47419,153,26,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,12,1588,594306,91089,30376719,2014-06-30,Emem_e,"I'm guessing he has the ""good seed""","Jan 19, 2016",46449,211,61,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,12,1588,594306,91089,30376719,2014-06-30,Trey Delvon Mack,Did he just do the Sh'ien Kyaku?,"Dec 31, 2014",26576,92,22,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,12,1588,594306,91089,30376719,2014-06-30,BadgerSkinnyfingers,"Dude, this should be an anime!!!!","Feb 12, 2017",847,2,32,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,12,1588,594306,91089,30376719,2014-06-30,Sawr Kasmm,"*Mindblown*Dude, he just stopped you with his pants still on... HE JUST STOPPED YOU WITH HIS PANTS STILL ON!!!! *Flips every table in the neighborhood*","Jun 22, 2016",496,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,12,1588,594306,91089,30376719,2014-06-30,Owlish Cat,Where is Saitama? He should be here. XD,"May 08, 2016",297,1,7,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,12,1588,594306,91089,30376719,2014-06-30,Grimmi,"Doesn't Mori remind you of Naruto, Natsu, and Luffy","Mar 30, 2017",278,0,7,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,12,1588,594306,91089,30376719,2014-06-30,adoreaimz,one kick man.,"Feb 09, 2017",259,0,5,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,12,1588,594306,91089,30376719,2014-06-30,Commander Rising,"Those ""heavy pants"" remind me of Rock Lee's weights during the chunin exams","Feb 19, 2017",203,0,6,2022-12-29
